<esr1b.rk03.p01.mx2> info from state interface ethernet-1/* | as table | filter fields admin-state oper-state ethernet/port-speed transceiver/form-factor description
+------------+------------+------------+------------+------------+------------+
|    Name    |   Admin-   | Oper-state |  Ethernet  | Transceive | Descriptio |
|            |            |            |            |            | SER5,      |
|            |            |            |            |            | Instance   |
|            |            |            |            |            | ID: d336d8 |
|            |            |            |            |            | 1c-2a8f-   |
|            |            |            |            |            | 4ccb-bdda- |
|            |            |            |            |            | 2def643ba2 |
|            |            |            |            |            | cb         |
| ethernet-  | enable     | up         | 25G        | SFP28      | CUST:      |
| 1/48       |            |            |            |            | Owner: GCS |
|            |            |            |            |            | Systems-   |
|            |            |            |            |            | network,   |
|            |            |            |            |            | Hostname:  |
|            |            |            |            |            | ATTMSPMX2- |
|            |            |            |            |            | SER2,      |
|            |            |            |            |            | Instance   |
|            |            |            |            |            | ID: cac32d |
|            |            |            |            |            | b7-4b69-   |
|            |            |            |            |            | 4f3b-ac90- |
|            |            |            |            |            | f44e9bd0c0 |
|            |            |            |            |            | df         |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: dsr1.r |
| 1/49       |            |            |            |            | k01.p01.mx |
|            |            |            |            |            | 2:ethernet |
|            |            |            |            |            | -1/12      |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: dsr2.r |
| 1/50       |            |            |            |            | k02.p01.mx |
|            |            |            |            |            | 2:ethernet |
|            |            |            |            |            | -1/12      |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: dsr3.r |
| 1/51       |            |            |            |            | k01.p01.mx |
|            |            |            |            |            | 2:ethernet |
|            |            |            |            |            | -1/12      |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: dsr4.r |
| 1/52       |            |            |            |            | k02.p01.mx |
|            |            |            |            |            | 2:ethernet |
|            |            |            |            |            | -1/12      |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: esr1a. |
| 1/53       |            |            |            |            | rk03.p01.m |
|            |            |            |            |            | x2:etherne |
|            |            |            |            |            | t-1/53     |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: esr1a. |
| 1/54       |            |            |            |            | rk03.p01.m |
|            |            |            |            |            | x2:etherne |
|            |            |            |            |            | t-1/54     |
| ethernet-  | disable    | down       | 100G       |            |            |
| 1/55       |            |            |            |            |            |
| ethernet-  | disable    | down       | 100G       |            |            |
| 1/56       |            |            |            |            |            |
| ethernet-  | disable    | down       | 10G        |            |            |
| 1/57       |            |            |            |            |            |
| ethernet-  | disable    | down       | 10G        |            |            |
| 1/58       |            |            |            |            |            |
+------------+------------+------------+------------+------------+------------+
<esr1b.rk03.p01.mx2> show network-instance * bridge-table mac-table all
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-10
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997304  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:5 | terface: |          | static   |          |          | 06T09:35 |
| F        | vxlan1.1 |          |          |          |          | :45.000Z |
|          | 0 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:10   |          |          |          |          |          |
| B4:83:51 | vxlan-in | 5997330  | evpn     | true     | N/A      | 2024-09- |
| :0A:85:6 | terface: |          |          |          |          | 06T09:35 |
| 2        | vxlan1.1 |          |          |          |          | :45.000Z |
|          | 0 esi:27 |          |          |          |          |          |
|          | :9A:F2:D |          |          |          |          |          |
|          | 5:DF:AA: |          |          |          |          |          |
|          | BE:48:F9 |          |          |          |          |          |
|          | :1B      |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:6 | rface    |          | rface    |          |          | 06T09:29 |
| E        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-11
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997303  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:6 | terface: |          | static   |          |          | 06T09:35 |
| 0        | vxlan1.1 |          |          |          |          | :45.000Z |
|          | 1 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:11   |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:6 | rface    |          | rface    |          |          | 06T09:29 |
| F        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-28
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997302  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:7 | terface: |          | static   |          |          | 06T09:35 |
| 1        | vxlan1.2 |          |          |          |          | :45.000Z |
|          | 8 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:28   |          |          |          |          |          |
| 50:7C:6F | lag28.0  | 67       | learnt   | true     | 269      | 2024-09- |
| :22:8F:7 |          |          |          |          |          | 06T09:39 |
| A        |          |          |          |          |          | :44.000Z |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:8 | rface    |          | rface    |          |          | 06T09:29 |
| 0        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-29
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997301  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:7 | terface: |          | static   |          |          | 06T09:35 |
| 2        | vxlan1.2 |          |          |          |          | :45.000Z |
|          | 9 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:29   |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:8 | rface    |          | rface    |          |          | 06T09:29 |
| 1        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-30
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997318  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:7 | terface: |          | static   |          |          | 06T09:35 |
| 3        | vxlan1.3 |          |          |          |          | :45.000Z |
|          | 0 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:30   |          |          |          |          |          |
| 50:7C:6F | lag30.0  | 69       | learnt   | true     | 273      | 2024-09- |
| :22:92:E |          |          |          |          |          | 06T09:39 |
| 8        |          |          |          |          |          | :52.000Z |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:8 | rface    |          | rface    |          |          | 06T09:29 |
| 2        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-31
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997317  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:7 | terface: |          | static   |          |          | 06T09:35 |
| 4        | vxlan1.3 |          |          |          |          | :45.000Z |
|          | 1 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:31   |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:8 | rface    |          | rface    |          |          | 06T09:29 |
| 3        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-32
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997316  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:7 | terface: |          | static   |          |          | 06T09:35 |
| 5        | vxlan1.3 |          |          |          |          | :45.000Z |
|          | 2 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:32   |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:8 | rface    |          | rface    |          |          | 06T09:29 |
| 4        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-35
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997315  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:7 | terface: |          | static   |          |          | 06T09:35 |
| 8        | vxlan1.3 |          |          |          |          | :45.000Z |
|          | 5 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:35   |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:8 | rface    |          | rface    |          |          | 06T09:29 |
| 7        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-36
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997314  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:7 | terface: |          | static   |          |          | 06T09:35 |
| 9        | vxlan1.3 |          |          |          |          | :45.000Z |
|          | 6 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:36   |          |          |          |          |          |
| 50:7C:6F | vxlan-in | 5997327  | evpn     | true     | N/A      | 2024-09- |
| :48:70:D | terface: |          |          |          |          | 06T09:35 |
| 8        | vxlan1.3 |          |          |          |          | :45.000Z |
|          | 6 esi:AE |          |          |          |          |          |
|          | :C0:BC:4 |          |          |          |          |          |
|          | 4:25:11: |          |          |          |          |          |
|          | 24:22:93 |          |          |          |          |          |
|          | :F8      |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:8 | rface    |          | rface    |          |          | 06T09:29 |
| 8        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-37
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997313  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:7 | terface: |          | static   |          |          | 06T09:35 |
| A        | vxlan1.3 |          |          |          |          | :45.000Z |
|          | 7 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:37   |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:8 | rface    |          | rface    |          |          | 06T09:29 |
| 9        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-38
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997312  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:7 | terface: |          | static   |          |          | 06T09:35 |
| B        | vxlan1.3 |          |          |          |          | :45.000Z |
|          | 8 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:38   |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:8 | rface    |          | rface    |          |          | 06T09:29 |
| A        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-45
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997311  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:8 | terface: |          | static   |          |          | 06T09:35 |
| 2        | vxlan1.4 |          |          |          |          | :45.000Z |
|          | 5 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:45   |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:9 | rface    |          | rface    |          |          | 06T09:29 |
| 1        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-46
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997310  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:8 | terface: |          | static   |          |          | 06T09:35 |
| 3        | vxlan1.4 |          |          |          |          | :45.000Z |
|          | 6 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:46   |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:9 | rface    |          | rface    |          |          | 06T09:29 |
| 2        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-47
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997309  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:8 | terface: |          | static   |          |          | 06T09:35 |
| 4        | vxlan1.4 |          |          |          |          | :45.000Z |
|          | 7 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:47   |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:9 | rface    |          | rface    |          |          | 06T09:29 |
| 3        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-48
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997308  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:8 | terface: |          | static   |          |          | 06T09:35 |
| 5        | vxlan1.4 |          |          |          |          | :45.000Z |
|          | 8 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.36     |          |          |          |          |          |
|          | vni:48   |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:9 | rface    |          | rface    |          |          | 06T09:29 |
| 4        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-7
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997307  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:5 | terface: |          | static   |          |          | 06T09:35 |
| C        | vxlan1.7 |          |          |          |          | :45.000Z |
|          | vtep:147 |          |          |          |          |          |
|          | .28.222. |          |          |          |          |          |
|          | 36 vni:7 |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:6 | rface    |          | rface    |          |          | 06T09:29 |
| B        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-8
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 5997306  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:5 | terface: |          | static   |          |          | 06T09:35 |
| D        | vxlan1.8 |          |          |          |          | :45.000Z |
|          | vtep:147 |          |          |          |          |          |
|          | .28.222. |          |          |          |          |          |
|          | 36 vni:8 |          |          |          |          |          |
| B4:83:51 | vxlan-in | 5997331  | evpn     | true     | N/A      | 2024-09- |
| :0A:5E:2 | terface: |          |          |          |          | 06T09:35 |
| 6        | vxlan1.8 |          |          |          |          | :45.000Z |
|          | esi:36:2 |          |          |          |          |          |
|          | 8:31:62: |          |          |          |          |          |
|          | D4:54:6C |          |          |          |          |          |
|          | :2B:31:C |          |          |          |          |          |
|          | 6        |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:6 | rface    |          | rface    |          |          | 06T09:29 |
| C        |          |          |          |          |          | :54.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-9
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 5997305  | evpn-    | true     | N/A      | 2024-09- |
| :B0:35:5 | terface: |          | static   |          |          | 06T09:35 |
| E        | vxlan1.9 |          |          |          |          | :45.000Z |
|          | vtep:147 |          |          |          |          |          |
|          | .28.222. |          |          |          |          |          |
|          | 36 vni:9 |          |          |          |          |          |
| B4:83:51 | vxlan-in | 5997333  | evpn     | true     | N/A      | 2024-09- |
| :0E:F6:3 | terface: |          |          |          |          | 06T09:35 |
| E        | vxlan1.9 |          |          |          |          | :45.000Z |
|          | esi:23:8 |          |          |          |          |          |
|          | 3:E7:67: |          |          |          |          |          |
|          | 28:95:73 |          |          |          |          |          |
|          | :77:10:7 |          |          |          |          |          |
|          | 5        |          |          |          |          |          |
| D4:4D:77 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :6D:AD:6 | rface    |          | rface    |          |          | 06T09:29 |
| D        |          |          |          |          |          | :55.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-VXLAN-MAC-VRF-500067
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
Mac-table of network instance CUST-VXLAN-MAC-VRF-500237
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
Mac-table of network instance CUST-VXLAN-MAC-VRF-500939
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | vxlan-in | 5997325  | evpn     | true     | N/A      | 2024-09- |
| :00:01:9 | terface: |          |          |          |          | 06T09:35 |
| 6        | vxlan1.5 |          |          |          |          | :45.000Z |
|          | 00939 vt |          |          |          |          |          |
|          | ep:147.2 |          |          |          |          |          |
|          | 8.222.28 |          |          |          |          |          |
|          | vni:5009 |          |          |          |          |          |
|          | 39       |          |          |          |          |          |
| 00:0C:29 | vxlan-in | 5997366  | evpn     | true     | N/A      | 2024-09- |
| :0E:79:6 | terface: |          |          |          |          | 06T09:39 |
| 4        | vxlan1.5 |          |          |          |          | :40.000Z |
|          | 00939 vt |          |          |          |          |          |
|          | ep:147.2 |          |          |          |          |          |
|          | 8.222.39 |          |          |          |          |          |
|          | vni:5009 |          |          |          |          |          |
|          | 39       |          |          |          |          |          |
| 00:0C:29 | vxlan-in | 5997325  | evpn     | true     | N/A      | 2024-09- |
| :0E:87:2 | terface: |          |          |          |          | 06T09:35 |
| E        | vxlan1.5 |          |          |          |          | :45.000Z |
|          | 00939 vt |          |          |          |          |          |
|          | ep:147.2 |          |          |          |          |          |
|          | 8.222.28 |          |          |          |          |          |
|          | vni:5009 |          |          |          |          |          |
|          | 39       |          |          |          |          |          |
| 00:0C:29 | vxlan-in | 5997363  | evpn     | true     | N/A      | 2024-09- |
| :1F:C7:E | terface: |          |          |          |          | 06T09:39 |
| 0        | vxlan1.5 |          |          |          |          | :40.000Z |
|          | 00939 vt |          |          |          |          |          |
|          | ep:147.2 |          |          |          |          |          |
|          | 8.222.38 |          |          |          |          |          |
|          | vni:5009 |          |          |          |          |          |
|          | 39       |          |          |          |          |          |
| 00:0C:29 | vxlan-in | 5997325  | evpn     | true     | N/A      | 2024-09- |
| :22:C6:A | terface: |          |          |          |          | 06T09:35 |
| 0        | vxlan1.5 |          |          |          |          | :45.000Z |
|          | 00939 vt |          |          |          |          |          |
