<esr1b.rk04.p01.mx2> info from state interface ethernet-1/* | as table | filter fields admin-state oper-state ethernet/port-speed transceiver/form-factor description
+------------+------------+------------+------------+------------+------------+
|    Name    |   Admin-   | Oper-state |  Ethernet  | Transceive | Descriptio |
| ethernet-  | enable     | up         | 25G        | SFP28      |            |
| 1/40       |            |            |            |            |            |
| ethernet-  | enable     | up         | 25G        | SFP28      |            |
| 1/41       |            |            |            |            |            |
| ethernet-  | enable     | up         | 25G        | SFP28      |            |
| 1/42       |            |            |            |            |            |
| ethernet-  | enable     | down       | 25G        |            |            |
| 1/43       |            |            |            |            |            |
| ethernet-  | enable     | down       | 25G        |            |            |
| 1/44       |            |            |            |            |            |
| ethernet-  | enable     | up         | 25G        | SFP28      | CUST:      |
| 1/45       |            |            |            |            | Owner: GCS |
|            |            |            |            |            | Systems-   |
|            |            |            |            |            | network,   |
|            |            |            |            |            | Hostname:  |
|            |            |            |            |            | ATTMSPMX2- |
|            |            |            |            |            | SER6,      |
|            |            |            |            |            | Instance   |
|            |            |            |            |            | ID: c9e105 |
|            |            |            |            |            | e3-ec02-   |
|            |            |            |            |            | 4d85-b483- |
|            |            |            |            |            | bccedfb11a |
|            |            |            |            |            | ad         |
| ethernet-  | enable     | up         | 25G        | SFP28      | CUST:      |
| 1/46       |            |            |            |            | Owner: GCS |
|            |            |            |            |            | Systems-   |
|            |            |            |            |            | network,   |
|            |            |            |            |            | Hostname:  |
|            |            |            |            |            | ATTMSPMX2- |
|            |            |            |            |            | SER4,      |
|            |            |            |            |            | Instance   |
|            |            |            |            |            | ID: 4bf219 |
|            |            |            |            |            | 39-7cb5-   |
|            |            |            |            |            | 472e-b4c0- |
|            |            |            |            |            | bc1435bd08 |
|            |            |            |            |            | 25         |
| ethernet-  | enable     | up         | 25G        | SFP28      | CUST:      |
| 1/47       |            |            |            |            | Owner: GCS |
|            |            |            |            |            | Systems-   |
|            |            |            |            |            | network,   |
|            |            |            |            |            | Hostname:  |
|            |            |            |            |            | IMS-SER3,  |
|            |            |            |            |            | Instance   |
|            |            |            |            |            | ID: a26ee4 |
|            |            |            |            |            | 85-fde7-   |
|            |            |            |            |            | 4153-8086- |
|            |            |            |            |            | 0a53c13a6e |
|            |            |            |            |            | c1         |
| ethernet-  | enable     | up         | 25G        | SFP28      | CUST:      |
| 1/48       |            |            |            |            | Owner: GCS |
|            |            |            |            |            | Systems-   |
|            |            |            |            |            | network,   |
|            |            |            |            |            | Hostname:  |
|            |            |            |            |            | ATTMSPMX2- |
|            |            |            |            |            | SER3,      |
|            |            |            |            |            | Instance   |
|            |            |            |            |            | ID: 5577c6 |
|            |            |            |            |            | 38-3518-   |
|            |            |            |            |            | 4b11-bcd8- |
|            |            |            |            |            | de7601b7a0 |
|            |            |            |            |            | c8         |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: dsr1.r |
| 1/49       |            |            |            |            | k01.p01.mx |
|            |            |            |            |            | 2:ethernet |
|            |            |            |            |            | -1/14      |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: dsr2.r |
| 1/50       |            |            |            |            | k02.p01.mx |
|            |            |            |            |            | 2:ethernet |
|            |            |            |            |            | -1/14      |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: dsr3.r |
| 1/51       |            |            |            |            | k01.p01.mx |
|            |            |            |            |            | 2:ethernet |
|            |            |            |            |            | -1/14      |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: dsr4.r |
| 1/52       |            |            |            |            | k02.p01.mx |
|            |            |            |            |            | 2:ethernet |
|            |            |            |            |            | -1/14      |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: esr1a. |
| 1/53       |            |            |            |            | rk04.p01.m |
|            |            |            |            |            | x2:etherne |
|            |            |            |            |            | t-1/53     |
| ethernet-  | enable     | up         | 100G       | QSFP28     | BB: esr1a. |
| 1/54       |            |            |            |            | rk04.p01.m |
|            |            |            |            |            | x2:etherne |
|            |            |            |            |            | t-1/54     |
| ethernet-  | disable    | down       | 100G       |            |            |
| 1/55       |            |            |            |            |            |
| ethernet-  | disable    | down       | 100G       |            |            |
| 1/56       |            |            |            |            |            |
| ethernet-  | disable    | down       | 10G        |            |            |
| 1/57       |            |            |            |            |            |
| ethernet-  | disable    | down       | 10G        |            |            |
| 1/58       |            |            |            |            |            |
+------------+------------+------------+------------+------------+------------+
<esr1b.rk04.p01.mx2> show network-instance * bridge-table mac-table all
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-10
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :54.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:5 | rface    |          | rface    |          |          | 06T09:29 |
| F        |          |          |          |          |          | :54.000Z |
| 10:98:26 | vxlan-in | 6027616  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:5 | terface: |          | static   |          |          | 06T09:35 |
| F        | vxlan1.1 |          |          |          |          | :46.000Z |
|          | 0 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:10   |          |          |          |          |          |
| B4:83:51 | vxlan-in | 6027643  | evpn     | true     | N/A      | 2024-09- |
| :0E:EE:4 | terface: |          |          |          |          | 06T09:35 |
| 2        | vxlan1.1 |          |          |          |          | :46.000Z |
|          | 0 esi:52 |          |          |          |          |          |
|          | :78:93:3 |          |          |          |          |          |
|          | 3:70:0D: |          |          |          |          |          |
|          | 8E:2F:C2 |          |          |          |          |          |
|          | :3A      |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-11
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:6 | rface    |          | rface    |          |          | 06T09:29 |
| 0        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027624  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:6 | terface: |          | static   |          |          | 06T09:35 |
| 0        | vxlan1.1 |          |          |          |          | :46.000Z |
|          | 1 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:11   |          |          |          |          |          |
| B4:83:51 | vxlan-in | 6027646  | evpn     | true     | N/A      | 2024-09- |
| :0E:FA:D | terface: |          |          |          |          | 06T09:35 |
| 4        | vxlan1.1 |          |          |          |          | :46.000Z |
|          | 1 esi:BA |          |          |          |          |          |
|          | :20:87:1 |          |          |          |          |          |
|          | 2:45:9D: |          |          |          |          |          |
|          | B5:E0:17 |          |          |          |          |          |
|          | :29      |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-27
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:7 | rface    |          | rface    |          |          | 06T09:29 |
| 0        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027612  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:7 | terface: |          | static   |          |          | 06T09:35 |
| 0        | vxlan1.2 |          |          |          |          | :46.000Z |
|          | 7 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:27   |          |          |          |          |          |
| 50:7C:6F | vxlan-in | 6027639  | evpn     | true     | N/A      | 2024-09- |
| :22:91:F | terface: |          |          |          |          | 06T09:35 |
| 2        | vxlan1.2 |          |          |          |          | :46.000Z |
|          | 7 esi:C6 |          |          |          |          |          |
|          | :B6:D0:5 |          |          |          |          |          |
|          | E:E6:3E: |          |          |          |          |          |
|          | 2A:FF:28 |          |          |          |          |          |
|          | :F6      |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-28
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:7 | rface    |          | rface    |          |          | 06T09:29 |
| 1        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027613  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:7 | terface: |          | static   |          |          | 06T09:35 |
| 1        | vxlan1.2 |          |          |          |          | :46.000Z |
|          | 8 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:28   |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-29
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:7 | rface    |          | rface    |          |          | 06T09:29 |
| 2        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027611  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:7 | terface: |          | static   |          |          | 06T09:35 |
| 2        | vxlan1.2 |          |          |          |          | :46.000Z |
|          | 9 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:29   |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-30
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:7 | rface    |          | rface    |          |          | 06T09:29 |
| 3        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027610  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:7 | terface: |          | static   |          |          | 06T09:35 |
| 3        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 0 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:30   |          |          |          |          |          |
| 50:7C:6F | lag30.0  | 72       | learnt   | true     | 265      | 2024-09- |
| :22:91:E |          |          |          |          |          | 06T09:39 |
| 8        |          |          |          |          |          | :52.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-31
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 00:0C:29 | vxlan-in | 6027642  | evpn     | true     | N/A      | 2024-09- |
| :35:27:F | terface: |          |          |          |          | 06T09:35 |
| 8        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 1 esi:B5 |          |          |          |          |          |
|          | :4C:FD:7 |          |          |          |          |          |
|          | F:04:2E: |          |          |          |          |          |
|          | 03:5D:0A |          |          |          |          |          |
|          | :AA      |          |          |          |          |          |
| 00:0C:29 | vxlan-in | 6027642  | evpn     | true     | N/A      | 2024-09- |
| :5B:1A:8 | terface: |          |          |          |          | 06T09:35 |
| C        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 1 esi:B5 |          |          |          |          |          |
|          | :4C:FD:7 |          |          |          |          |          |
|          | F:04:2E: |          |          |          |          |          |
|          | 03:5D:0A |          |          |          |          |          |
|          | :AA      |          |          |          |          |          |
| 00:0C:29 | vxlan-in | 6027642  | evpn     | true     | N/A      | 2024-09- |
| :77:7C:7 | terface: |          |          |          |          | 06T09:35 |
| B        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 1 esi:B5 |          |          |          |          |          |
|          | :4C:FD:7 |          |          |          |          |          |
|          | F:04:2E: |          |          |          |          |          |
|          | 03:5D:0A |          |          |          |          |          |
|          | :AA      |          |          |          |          |          |
| 00:0C:29 | vxlan-in | 6027642  | evpn     | true     | N/A      | 2024-09- |
| :77:7C:8 | terface: |          |          |          |          | 06T09:35 |
| 5        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 1 esi:B5 |          |          |          |          |          |
|          | :4C:FD:7 |          |          |          |          |          |
|          | F:04:2E: |          |          |          |          |          |
|          | 03:5D:0A |          |          |          |          |          |
|          | :AA      |          |          |          |          |          |
| 00:0C:29 | vxlan-in | 6027642  | evpn     | true     | N/A      | 2024-09- |
| :9E:0C:0 | terface: |          |          |          |          | 06T09:35 |
| B        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 1 esi:B5 |          |          |          |          |          |
|          | :4C:FD:7 |          |          |          |          |          |
|          | F:04:2E: |          |          |          |          |          |
|          | 03:5D:0A |          |          |          |          |          |
|          | :AA      |          |          |          |          |          |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:7 | rface    |          | rface    |          |          | 06T09:29 |
| 4        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027629  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:7 | terface: |          | static   |          |          | 06T09:35 |
| 4        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 1 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:31   |          |          |          |          |          |
| 50:7C:6F | vxlan-in | 6027642  | evpn     | true     | N/A      | 2024-09- |
| :22:86:3 | terface: |          |          |          |          | 06T09:35 |
| 6        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 1 esi:B5 |          |          |          |          |          |
|          | :4C:FD:7 |          |          |          |          |          |
|          | F:04:2E: |          |          |          |          |          |
|          | 03:5D:0A |          |          |          |          |          |
|          | :AA      |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-32
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:7 | rface    |          | rface    |          |          | 06T09:29 |
| 5        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027628  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:7 | terface: |          | static   |          |          | 06T09:35 |
| 5        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 2 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:32   |          |          |          |          |          |
| 50:7C:6F | lag32.0  | 75       | learnt   | true     | 265      | 2024-09- |
| :22:86:3 |          |          |          |          |          | 06T09:39 |
| 4        |          |          |          |          |          | :52.000Z |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-35
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:7 | rface    |          | rface    |          |          | 06T09:29 |
| 8        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027627  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:7 | terface: |          | static   |          |          | 06T09:35 |
| 8        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 5 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:35   |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-36
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:7 | rface    |          | rface    |          |          | 06T09:29 |
| 9        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027626  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:7 | terface: |          | static   |          |          | 06T09:35 |
| 9        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 6 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:36   |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-37
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:7 | rface    |          | rface    |          |          | 06T09:29 |
| A        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027625  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:7 | terface: |          | static   |          |          | 06T09:35 |
| A        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 7 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:37   |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-38
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:7 | rface    |          | rface    |          |          | 06T09:29 |
| B        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027623  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:7 | terface: |          | static   |          |          | 06T09:35 |
| B        | vxlan1.3 |          |          |          |          | :46.000Z |
|          | 8 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:38   |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-45
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:8 | rface    |          | rface    |          |          | 06T09:29 |
| 2        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027621  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:8 | terface: |          | static   |          |          | 06T09:35 |
| 2        | vxlan1.4 |          |          |          |          | :46.000Z |
|          | 5 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:45   |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-46
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:8 | rface    |          | rface    |          |          | 06T09:29 |
| 3        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027620  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:8 | terface: |          | static   |          |          | 06T09:35 |
| 3        | vxlan1.4 |          |          |          |          | :46.000Z |
|          | 6 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:46   |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-47
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:8 | rface    |          | rface    |          |          | 06T09:29 |
| 4        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027619  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:8 | terface: |          | static   |          |          | 06T09:35 |
| 4        | vxlan1.4 |          |          |          |          | :46.000Z |
|          | 7 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:47   |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-48
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:8 | rface    |          | rface    |          |          | 06T09:29 |
| 5        |          |          |          |          |          | :55.000Z |
| 10:98:26 | vxlan-in | 6027618  | evpn-    | true     | N/A      | 2024-09- |
| :B0:1B:8 | terface: |          | static   |          |          | 06T09:35 |
| 5        | vxlan1.4 |          |          |          |          | :46.000Z |
|          | 8 vtep:1 |          |          |          |          |          |
|          | 47.28.22 |          |          |          |          |          |
|          | 2.38     |          |          |          |          |          |
|          | vni:48   |          |          |          |          |          |
+----------+----------+----------+----------+----------+----------+----------+
--------------------------------------------------------------------------------
Mac-table of network instance CUST-L3-MAC-VRF-7
--------------------------------------------------------------------------------
+----------+----------+----------+----------+----------+----------+----------+
| Address  | Destinat |   Dest   |   Type   |  Active  |  Aging   |   Last   |
|          |   ion    |  Index   |          |          |          |  Update  |
+==========+==========+==========+==========+==========+==========+==========+
| 00:00:5E | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :00:01:0 | rface    |          | rface-   |          |          | 06T09:29 |
| 1        |          |          | anycast  |          |          | :55.000Z |
| 10:98:26 | irb-inte | 0        | irb-inte | true     | N/A      | 2024-09- |
| :AF:FF:5 | rface    |          | rface    |          |          | 06T09:29 |
| C        |          |          |          |          |          | :55.000Z |
